Chromosome,Start,End,GeneID,Description,Strand
chr1,431016266,431020550,Niat3g_17038,Auxin response factor,+
chr1,431112648,431113089,Niat3g_17040,Ubiquitin-like protein,-
chr1,431114285,431123708,Niat3g_17041,serine/threonine-protein phosphatase 6 regulatory subunit 3-like isoform X1,-
chr1,431258794,431259301,Niat3g_17043,"Protein of unknown function, DUF584",-
chr1,431503161,431503751,Niat3g_17046,Unknown protein,+
chr1,431770591,431771092,Niat3g_17048,60s ribosomal protein l12,+
chr1,431854792,431856528,Niat3g_17052,Plasma membrane intrinsic protein 21,+
chr1,431909725,431911382,Niat3g_17053,Plasma membrane intrinsic protein 21,+
chr1,432072970,432076557,Niat3g_17054,Plasma membrane intrinsic protein 21,+
chr1,432088153,432090057,Niat3g_17055,Plasma membrane intrinsic protein 21,+
chr1,432269562,432274192,Niat3g_17058,Protein disulfide isomerase-like 1-4,+
chr1,432344310,432345063,Niat3g_17059,Fasciclin-like arabinogalactan protein 11,+
chr1,432529891,432532308,Niat3g_17061,Zinc finger protein jackdaw,-
chr1,432749849,432751779,Niat3g_17064,Vicilin-like seed storage protein,-
chr1,432752809,432755053,Niat3g_17065,ATP-dependent DNA helicase,+
chr1,432757659,432758223,Niat3g_17067,CCHC-type domain-containing protein,+
chr1,432783028,432783358,Niat3g_17069,Unknown protein,+
chr1,432926272,432926506,Niat3g_17081,Unknown protein,+
chr1,432932770,432933061,Niat3g_17082,Unknown protein,+
chr1,432939162,432939396,Niat3g_17083,Unknown protein,+
chr1,432954251,432954554,Niat3g_17084,Unknown protein,+
chr1,432969237,432969474,Niat3g_17085,Unknown protein,+
chr1,433164215,433164689,Niat3g_17089,vicilin-like seed storage protein At2g28490,-
chr1,433164980,433166423,Niat3g_17090,vicilin-like seed storage protein At2g28490,-
chr1,433170917,433171178,Niat3g_17092,Unknown protein,-
chr1,433174190,433174508,Niat3g_17094,Unknown protein,-
chr1,433174532,433174763,Niat3g_17095,Unknown protein,-
chr1,433177382,433177616,Niat3g_17096,Unknown protein,-
chr1,433181106,433181590,Niat3g_17097,replication protein A 70 kDa DNA-binding subunit B-like isoform X1,+
chr1,433212354,433212993,Niat3g_17102,Xylulose kinase-2,-
chr1,433213476,433214061,Niat3g_17103,DUF4218 domain-containing protein,-
chr1,433457402,433457639,Niat3g_17113,Unknown protein,-
chr1,433499269,433499620,Niat3g_17124,Unknown protein,-
chr1,433553606,433556276,Niat3g_17131,vicilin-like seed storage protein At2g28490,-
chr1,433556628,433561274,Niat3g_17132,replication protein A 70 kDa DNA-binding subunit B-like isoform X3,+
chr1,433585331,433588820,Niat3g_17133,Unknown protein,+
chr1,433968908,433971241,Niat3g_17134,Vicilin-like seed storage protein,-
chr1,433972467,433972947,Niat3g_17135,ATP-dependent DNA helicase,+
chr1,434295273,434295513,Niat3g_17178,Unknown protein,+
chr1,434304520,434310172,Niat3g_17180,ATP-dependent DNA helicase,-
chr1,434312141,434314346,Niat3g_17182,vicilin-like seed storage protein At2g28490,+
chr1,434470733,434471422,Niat3g_17183,Vicilin-like seed storage protein,-
chr1,434472527,434473085,Niat3g_17184,Vicilin-like seed storage protein,-
chr1,434880578,434882481,Niat3g_17187,LOB domain-containing protein 1,-
chr1,434887311,434892089,Niat3g_17188,"Carbamoyl-phosphate synthase large chain, chloroplastic",-
chr1,435083304,435086641,Niat3g_17192,Tetraspanin-3,-
chr1,435361103,435365204,Niat3g_17193,Unknown protein,+
chr1,435777490,435779168,Niat3g_17198,Dof zinc finger protein dof2.1,-
chr1,435866106,435876600,Niat3g_17199,V-type proton ATPase subunit a,+
chr1,435923761,435931377,Niat3g_17201,Unknown protein,+
chr1,435931301,435933971,Niat3g_17202,Protein nrt1 ptr family 2.7,-
chr1,435947059,435957679,Niat3g_17203,Protein nrt1 ptr family 2.7,-
chr1,436008346,436013022,Niat3g_17204,Protein nrt1 ptr family 2.7,-
chr1,436020998,436021313,Niat3g_17206,Unknown protein,-
chr1,436181830,436182061,Niat3g_17234,Unknown protein,-
chr1,436191971,436193665,Niat3g_17236,protein NRT1/ PTR FAMILY 2.7-like,-
chr1,436193750,436194959,Niat3g_17237,protein NRT1/ PTR FAMILY 2.7-like,-
chr1,436218673,436220917,Niat3g_17238,Galactosyltransferase,+
chr1,436222743,436226171,Niat3g_17239,serine/threonine-protein kinase CDL1-like,-
chr1,436368684,436376489,Niat3g_17240,HAD-superfamily hydrolase,-
chr1,436701300,436705253,Niat3g_17244,Ethylene-responsive transcription factor rap2-7,+
chr1,436729381,436729748,Niat3g_17245,RNase H domain-containing protein,-
chr1,436851115,436854279,Niat3g_17247,Ascorbate peroxidase,+
chr1,436964213,436965029,Niat3g_17250,Lactoylglutathione lyase family protein,-
chr1,436982024,436984064,Niat3g_17251,replication protein A 70 kDa DNA-binding subunit A-like isoform X1,-
chr1,436986417,436993500,Niat3g_17252,CRAL-TRIO domain-containing protein,+
chr1,437081641,437084619,Niat3g_17253,p-hydroxybenzoic acid efflux pump subunit aaeB,+
chr1,437097057,437097369,Niat3g_17255,Histone H4,+
chr1,437353450,437356847,Niat3g_17256,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like,+
chr1,437358334,437358781,Niat3g_17257,Histone H2B,-
chr1,437427030,437430458,Niat3g_17260,Jas domain-containing protein,-
chr1,437453984,437454734,Niat3g_17262,Zinc finger protein zat11,-
chr1,437544778,437545267,Niat3g_17263,Zinc finger protein zat11,-
chr1,437727216,437727546,Niat3g_17266,translation initiation factor IF-2-like,-
chr1,437730981,437734040,Niat3g_17268,Protein UPSTREAM OF FLC,-
chr1,437740465,437741431,Niat3g_17269,Protein upstream of flc,-
chr1,437960847,437961925,Niat3g_17272,Transcription factor myb48,+
chr1,437993983,437994932,Niat3g_17273,Aquaporin tip1-3,-
chr1,438055730,438056699,Niat3g_17276,thebaine 6-O-demethylase-like,+
chr1,438109002,438111733,Niat3g_17277,TPR_REGION domain-containing protein,-
chr1,438130551,438132095,Niat3g_17278,Dirigent protein,+
chr1,438172554,438172803,Niat3g_17280,Unknown protein,+
chr1,438214320,438216228,Niat3g_17282,Exocyst subunit Exo70 family protein,+
chr1,438330771,438332788,Niat3g_17283,Ankyrin repeat-containing protein,+
chr1,438369092,438376812,Niat3g_17284,Unknown protein,+
chr1,438393123,438400902,Niat3g_17286,NOT2_3_5 domain-containing protein,+
chr1,438532442,438536936,Niat3g_17288,small RNA degrading nuclease 1-like,+
chr1,438750349,438751697,Niat3g_17291,Protein unc-80 like,-
chr1,438775452,438775764,Niat3g_17293,Histone H4,-
chr1,438975752,438982540,Niat3g_17295,125 kDa kinesin-related protein-like,+
chr1,438983681,438991173,Niat3g_17296,Respiratory burst oxidase protein H,+
chr1,439554194,439555665,Niat3g_17298,Wuschel-related homeobox 2,+
chr1,439656312,439657710,Niat3g_17301,zinc finger MYM-type protein 1-like,-
chr1,439658161,439658945,Niat3g_17302,zinc finger MYM-type protein 1-like,-
chr1,439786307,439786688,Niat3g_17303,DUF4283 domain-containing protein,-
chr1,439943068,439945766,Niat3g_17306,Heat shock 70 kDa protein,-
chr1,439999105,439999432,Niat3g_17307,Unknown protein,-
chr1,440111168,440112317,Niat3g_17308,Dof zinc finger protein,+
chr1,440117981,440129792,Niat3g_17309,RING-type E3 ubiquitin transferase,-
chr1,440551524,440554458,Niat3g_17312,E3 ubiquitin-protein ligase XB3,+
chr1,440657720,440658119,Niat3g_17316,Unknown protein,-
chr1,440886434,440887956,Niat3g_17318,Actin,+
chr1,440936557,440939816,Niat3g_17319,PPM-type phosphatase domain-containing protein,-
chr1,441033899,441035372,Niat3g_17323,fasciclin-like arabinogalactan protein 4,-
chr1,441223669,441227231,Niat3g_17324,DUF4378 domain-containing protein,+
chr1,441398424,441399069,Niat3g_17328,Transpos_assoc domain-containing protein,+
chr1,441500713,441501106,Niat3g_17330,Cyclin B2,-
chr1,441748583,441749525,Niat3g_17335,Transcription factor lux,+
chr1,441753125,441757283,Niat3g_17337,"Protein toc75-3, chloroplastic",-
chr1,441769693,441771688,Niat3g_17341,Low-temperature-induced protein,+
chr1,441783120,441783411,Niat3g_17342,Unknown protein,+
chr1,441785049,441785430,Niat3g_17344,Unknown protein,+
chr1,441786304,441793358,Niat3g_17345,transcription initiation factor IIA large subunit-like,-
chr1,441871763,441872015,Niat3g_17359,DNA-directed RNA polymerase subunit beta,+
chr1,441915388,441915652,Niat3g_17365,RNase H domain-containing protein,+
chr1,442001242,442004326,Niat3g_17371,Laccase,+
chr1,442007170,442007578,Niat3g_17372,RTL5-like protein,-
chr1,442046873,442047146,Niat3g_17374,Unknown protein,+
chr1,442053164,442054097,Niat3g_17377,Integrase catalytic domain-containing protein,+
chr1,442068106,442068343,Niat3g_17379,Cyclin-dependent protein kinase inhibitor SMR5,-
chr1,442082649,442082976,Niat3g_17383,CCHC-type domain-containing protein,+
chr1,442155801,442157342,Niat3g_17389,Haloacid dehalogenase-like hydrolase superfamily protein,+
chr1,442158192,442158792,Niat3g_17390,Unknown protein,-
chr1,442160556,442164370,Niat3g_17391,scarecrow-like protein 14,-
chr1,442221051,442224686,Niat3g_17401,Telomere repeat-binding protein 5,-
chr1,442413286,442413514,Niat3g_17419,Unknown protein,+
chr1,442481200,442487959,Niat3g_17431,Rab5-interacting,+
chr1,442489180,442494943,Niat3g_17432,"Pgr5-like protein 1b, chloroplastic",-
chr1,442590568,442591161,Niat3g_17438,Unknown protein,+
chr1,442609807,442611738,Niat3g_17440,Expansin,+
chr1,442621417,442625500,Niat3g_17441,Factor of dna methylation 4,-
chr1,442847304,442848271,Niat3g_17443,Unknown protein,-
chr1,442908866,442910871,Niat3g_17445,"Glucan endo-1,3-beta-glucosidase",+
chr1,443316568,443317498,Niat3g_17452,Calcium-dependent protein kinase isoform 2,+
chr1,443353506,443355339,Niat3g_17454,PPM-type phosphatase domain-containing protein,+
chr1,443405309,443411202,Niat3g_17455,Methylsterol monooxygenase 2-1,-
chr1,443426748,443433328,Niat3g_17456,Dna-directed rna polymerase ii subunit rpb7,-
chr1,443436769,443438833,Niat3g_17457,Extensin,-
chr1,443439693,443446801,Niat3g_17458,Serine/threonine-protein phosphatase,-
chr1,443459903,443461025,Niat3g_17462,Metal tolerance protein b,+
chr1,443463017,443464895,Niat3g_17463,Ras-related protein like,-
chr1,443466048,443475232,Niat3g_17464,PPM-type phosphatase domain-containing protein,+
chr1,443520463,443524070,Niat3g_17466,Unknown protein,+
chr1,443680145,443684361,Niat3g_17470,6-methylsalicylic acid synthase,+
chr1,443880273,443885743,Niat3g_17471,"Phosphoserine phosphatase, chloroplastic",+
chr1,443886799,443887261,Niat3g_17473,17.6 kDa class I heat shock protein-like,-
chr1,443908940,443911425,Niat3g_17477,17.6 kDa class I heat shock protein-like,-
chr1,443988361,443991360,Niat3g_17492,Unknown protein,+
chr1,443992547,443994119,Niat3g_17493,Udp-glycosyltransferase 76e4,+
chr1,444022012,444022474,Niat3g_17506,17.6 kDa class I heat shock protein-like,+
chr1,444036422,444036884,Niat3g_17509,17.6 kDa class i heat shock protein,+
chr1,444038396,444038888,Niat3g_17511,18.5 kDa class I heat shock protein-like,+
chr1,444040290,444040821,Niat3g_17512,ULP_PROTEASE domain-containing protein,+
chr1,444374360,444376772,Niat3g_17513,Transcription factor bhlh87,+
chr1,444402471,444404321,Niat3g_17514,Protein kinase domain-containing protein,-
chr1,444502862,444504750,Niat3g_17515,Protein kinase domain-containing protein,-
chr1,444893184,444896412,Niat3g_17517,Inositol oxygenase,+
chr1,445157028,445158629,Niat3g_17520,F-box/kelch-repeat protein At1g80440,+
chr1,445166479,445172035,Niat3g_17524,Protein MLN51 homolog,-
chr1,445196086,445197022,Niat3g_17525,thionin-like protein 2,+
chr1,445197880,445201349,Niat3g_17526,Nuclear pore complex protein nup50b,-
chr1,445213139,445226574,Niat3g_17527,Coatomer subunit beta',-
chr1,445248781,445253172,Niat3g_17528,heat shock 70 kDa protein 15-like,-
chr1,445253186,445254149,Niat3g_17529,Unknown protein,-
chr1,445334832,445335261,Niat3g_17531,Protein HIRA like,-
chr1,445337066,445337327,Niat3g_17532,Unknown protein,+
chr1,445338767,445340600,Niat3g_17533,Spindle pole body protein,-
chr1,445422221,445425444,Niat3g_17540,Mitochondrial arginine transporter bac2,+
chr1,445426748,445427378,Niat3g_17541,OVATE domain-containing protein,-
chr1,445428461,445432954,Niat3g_17542,Helicase ATP-binding domain-containing protein,-
chr1,445433817,445434075,Niat3g_17543,Histone deacetylase 14,+
chr1,445453696,445455134,Niat3g_17546,Ribosomal protein L37,+
chr1,445523911,445526759,Niat3g_17548,Rop guanine nucleotide exchange factor 12,+
chr1,445526931,445528498,Niat3g_17549,"Photosystem i reaction center subunit vi, chloroplastic",-
chr1,445594823,445597766,Niat3g_17554,"Protein curvature thylakoid 1c, chloroplastic",+
chr1,445631794,445651378,Niat3g_17556,Golgin candidate 5,+
chr1,445652841,445660174,Niat3g_17558,MFS domain-containing protein,+
chr1,445661761,445663344,Niat3g_17559,Protein PLANT CADMIUM RESISTANCE 8,+
chr1,445693549,445697890,Niat3g_17560,Transcription factor bhlh68,-
chr1,445701717,445708743,Niat3g_17561,Peroxisome biogenesis protein 2,-
chr1,445721989,445725870,Niat3g_17562,Sterol O-acyltransferase,-
chr1,445924114,445925682,Niat3g_17563,Aquaporin tip2-1,+
chr1,445967081,445973645,Niat3g_17564,LETM1 domain-containing protein,-
chr1,445985116,445985719,Niat3g_17565,Dehydration-responsive element-binding protein 3,+
chr1,446145886,446146455,Niat3g_17567,Unknown protein,+
chr1,446160955,446161525,Niat3g_17569,Protein of unknown function (DUF1677),-
chr1,446188048,446188615,Niat3g_17571,Avr9/Cf-9 rapidly elicited protein 146,+
chr1,446193517,446193922,Niat3g_17572,Unknown protein,-
chr1,446220177,446220918,Niat3g_17578,Avr9/Cf-9 rapidly elicited protein 146,+
chr1,446242553,446243120,Niat3g_17581,Avr9/Cf-9 rapidly elicited protein 146,-
chr1,446277021,446283440,Niat3g_17582,Nuclear poly(A) polymerase 4,+
chr1,446285906,446290653,Niat3g_17583,Phosphotransferase,+
chr1,446316153,446318099,Niat3g_17584,Protein IQ-DOMAIN 31,+
chr1,446363055,446364064,Niat3g_17585,"Oxidative stress 3, putative isoform 2",-
chr1,446376971,446379888,Niat3g_17586,Profilin,-
chr1,446620768,446623781,Niat3g_17593,"Protein chup1, chloroplastic",-
chr1,446725405,446726993,Niat3g_17595,Acid phosphatase 1,+
chr1,446804051,446805117,Niat3g_17600,Acid phosphatase 1,+
chr1,447050847,447058006,Niat3g_17601,DNA-repair protein XRCC1,+
chr1,447123558,447140964,Niat3g_17602,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",+
chr1,447154977,447158839,Niat3g_17603,Auxin-responsive protein,+
chr1,447186037,447188664,Niat3g_17605,Auxin-responsive protein,+
chr1,447843718,447846939,Niat3g_17612,zinc finger MYM-type protein 1-like,-
chr1,448099010,448099772,Niat3g_17646,Protein CDI,+
chr1,448103190,448107812,Niat3g_17647,Katanin p60 ATPase-containing subunit A1,-
chr1,448157972,448158305,Niat3g_17649,Beta-galactosidase 16,-
chr1,448289242,448290924,Niat3g_17658,Gibberellin 3-beta-dioxygenase 1,+
chr1,448297297,448299396,Niat3g_17659,2-oxoglutarate-dependent dioxygenase,-
chr1,448302250,448302559,Niat3g_17660,Photosystem II protein V,-
chr1,448333633,448335214,Niat3g_17663,2-oxoglutarate-dependent dioxygenase AOP3-like,-
chr1,448351433,448353629,Niat3g_17665,2-oxoglutarate-dependent dioxygenase,-
chr1,448368680,448370400,Niat3g_17666,V-type proton atpase subunit c''1,+
chr1,448444412,448450217,Niat3g_17675,AB hydrolase-1 domain-containing protein,+
chr1,448451877,448455089,Niat3g_17676,"Protein of unknown function, DUF642",-
chr1,448461353,448466773,Niat3g_17677,"Cytochrome c1-1, heme protein, mitochondrial",-
chr1,448559224,448560061,Niat3g_17688,Unknown protein,+
chr1,448571848,448572169,Niat3g_17689,Histone-lysine N-methyltransferase,-
chr1,448608820,448612346,Niat3g_17693,"Cytochrome c oxidase subunit 5b-1, mitochondrial",+
chr1,448640109,448642268,Niat3g_17694,"Iron-sulfur assembly protein isca-like 2, mitochondrial",+
chr1,448656675,448660210,Niat3g_17696,Abhydrolase_2 domain-containing protein,+
chr1,448660705,448664491,Niat3g_17697,"Monothiol glutaredoxin-s15, mitochondrial",-
chr1,448665309,448666678,Niat3g_17698,Protein of unknown function (DUF1644),-
chr1,448712284,448713577,Niat3g_17700,Unknown protein,+
chr1,448714960,448722464,Niat3g_17701,Lys-63-specific deubiquitinase BRCC36,-
chr1,448728804,448734047,Niat3g_17702,"biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic-like",+
chr1,448735668,448736035,Niat3g_17703,MAPK kinase substrate protein At1g80180,+
chr1,448736637,448739967,Niat3g_17704,trafficking protein particle complex subunit 2-like,-
chr1,449057754,449059370,Niat3g_17710,Peroxidase,+
chr1,449109469,449113020,Niat3g_17712,Polygalacturonase,+
chr1,449164240,449169740,Niat3g_17713,Phospholipase D,+
chr1,449222069,449222765,Niat3g_17715,Jasmonate-zim-domain protein 3,+
chr1,449263603,449268018,Niat3g_17716,Prickle-like protein,+
chr1,449303053,449304072,Niat3g_17718,TPR_REGION domain-containing protein,+
chr1,449317321,449322559,Niat3g_17719,Phosphatidylcholine:diacylglycerol cholinephosphotransferase 1,-
chr1,449317694,449320123,Niat3g_17720,Methyl-cpg-binding domain-containing protein 10,+
chr1,449444087,449449619,Niat3g_17722,"Stromal processing peptidase, chloroplastic",-
chr1,449557863,449564658,Niat3g_17726,Snf1-related protein kinase regulatory subunit gamma-like pv42a,-
chr1,449566207,449569037,Niat3g_17727,Ubiquitin_4 domain-containing protein,-
chr1,449588822,449592760,Niat3g_17728,CUE domain-containing protein,+
chr1,449610784,449616674,Niat3g_17729,Signal recognition particle 54 kDa protein,+
chr1,449617958,449619962,Niat3g_17730,Protein far1-related sequence 6,-
chr1,449623025,449625230,Niat3g_17731,Protein FAR1-RELATED SEQUENCE like,-
chr1,449625539,449628587,Niat3g_17732,Protein kinase domain-containing protein,-
chr1,449652527,449660054,Niat3g_17733,AB hydrolase-1 domain-containing protein,+
chr1,449698305,449711084,Niat3g_17734,protein TSS isoform X1,+
chr1,449739850,449741444,Niat3g_17735,pyrophosphate-energized vacuolar membrane proton pump-like,+
chr1,449752802,449755992,Niat3g_17738,DEAD-box ATP-dependent RNA helicase,-
chr1,449758382,449760179,Niat3g_17739,Triphosphate tunel metalloenzyme 3,+
